('Blue dark bow paint', 129699, 11971.674096191899)
('Magic sapling', 128694, 10507.959616949935)
('Magic seed', 125453, 10323.272648149166)
('Royal crown', 125169, 16392.52682083956)
('White flowers', 123848, 2858.6147675453567)
('Cavalier mask', 121796, 6723.247782797306)
('Bronze trimmed set (sk)', 117214, 2256.7861916210313)
("Karil's crossbow 0", 115078, 13876.813060081355)
('Ancient page 2', 114408, 19100.68515723703)
('Adamant gold-trimmed set (lg)', 109102, 19034.857074295516)
("Torag's hammers", 108789, 2264.6130279084855)
("Verac's flail 0", 108516, 3604.5921659815494)
('Zamorak full helm', 106973, 27420.30670027076)
('Zamorak robe legs', 106690, 15812.484407600763)
('Ward upgrade kit', 106111, 5233.364038158922)
("Torag's hammers 0", 105350, 698.8681396849241)
('Iron full helm (t)', 104838, 27214.626763486856)
("Torag's helm", 104774, 6817.605536564239)
('Dragon axe', 104546, 10864.51883010574)
('Mithril gold-trimmed set (sk)', 104009, 4548.37566345339)
('Bandos cloak', 101077, 14314.379509568364)
('Tall box hedge', 100515, 621.554174709466)
('Black trimmed set (lg)', 100387, 14705.849861874696)
('Hat eyepatch', 96461, 13639.572017203076)
("Slayer's respite(4)", 95880, 0.0)
('Saradomin full helm', 95305, 23359.911794502)
('Toktz-xil-ek', 94733, 2766.5405749658003)
('Zamorak robe top', 94133, 24210.516757482088)
('Black kiteshield (g)', 92513, 16324.494975479161)
('Spined helm', 91376, 2548.8701708844824)
('Spirit shield', 87672, 13125.197285214515)
('Musketeer tabard', 86843, 13159.21943479969)
('Dragon pickaxe upgrade kit', 86289, 4794.558953039024)
("Axeman's folly(m)", 86069, 1865.4207966267707)
('Skeletal gloves', 85676, 5218.986181159689)
('Enchanted top', 85634, 3459.5496868526793)
("Chef's delight(m)", 83428, 4383.831341291416)
('Zamorak platebody', 83352, 22208.657955975745)
('Rock-climbing boots', 82610, 0.0)
('Mystic robe top (dark)', 82496, 971.1881982339411)
('Mystic robe top (light)', 82406, 1501.2637460334279)
('Mystic robe top', 81968, 747.9417799353367)
('Ancient staff', 81532, 10105.776631780984)
('Armadyl chaps', 79163, 11639.931428518696)
('Blue wizard hat (t)', 78210, 17412.01565206472)
('Saradomin robe legs', 77313, 9471.406346883115)
('Zamorak mitre', 76334, 7083.6401931157325)
('Malediction shard 1', 74463, 8262.976440746972)
('Afro', 74241, 6084.601899604169)
('Yew sapling', 73638, 20591.534672583086)
('Shield left half', 73594, 1200.0950258671648)
('Greenmans ale(4)', 73387, 2645.434448928994)
('Steam staff upgrade kit', 73312, 3517.680962554874)
('Rune shield (h1)', 72492, 33979.38392897864)
('Book of balance page set', 71654, 27752.86115105472)
('Royal sceptre', 71093, 13573.738334231024)
('Circular hide', 70461, 884.4453995493168)
('Granite clamp', 70341, 3180.354348531343)
('Yew seed', 70116, 20888.31743876375)
('Armadyl cloak', 69370, 12688.87338553611)
('Royal gown top', 68892, 18551.221582201655)
('Saradomin kiteshield', 68674, 14379.369930718261)
('Jar of swamp', 68131, 37121.26028653706)
('Dragon scimitar', 67933, 510.3690482700717)
('Saradomin platebody', 67837, 10602.075683707204)
('Dragon longsword', 67806, 814.8662114492957)
('Rune shield (h5)', 67357, 32455.76076375605)
('Ribcage piece', 67072, 0.0)
("Torag's helm 0", 66476, 2131.0189081548715)
('Bronze trimmed set (lg)', 66379, 8638.245904731892)
('Rune hasta(p+)', 65883, 451.20000000000005)
('Dragon cane', 65849, 20170.188839653532)
('Zamorak kiteshield', 65132, 8097.118339968277)
('Palm sapling', 64704, 9802.195730996471)
('Rune hasta(p)', 64599, 79.0)
('Ancient cloak', 64395, 14756.519214918093)
('Mithril gold-trimmed set (lg)', 63151, 10963.423232861143)
('Dragon med helm', 63109, 796.6719606789853)
('Rune kiteshield (g)', 62981, 7328.243909298234)
('Enchanted robe', 62796, 5323.078831841587)
('Saradomin mitre', 62667, 8846.220504635627)
('Green elegant shirt', 62511, 17974.180273690123)
('Palm tree seed', 62392, 10193.549425166018)
('Rune shield (h3)', 62175, 34819.66511103059)
('Cider(m4)', 62000, 0.0)
('Guthix cloak', 61754, 13983.791851039898)
('Rune shield (h2)', 61077, 32534.301124795795)
('Spined boots', 60974, 2693.558185035705)
('Bandana eyepatch', 60938, 1478.2516994455243)
('Rune shield (h4)', 60510, 32741.94109644849)
('Amulet of glory (t6)', 60224, 4363.571604548812)
("Ahrim's staff", 60074, 4029.1265170890174)
('Adamant trimmed set (sk)', 59390, 893.0516933560863)
('Granite body', 57491, 3889.45844992241)
('Zamorak platelegs', 56977, 11741.782711468193)
('Ancient robe legs', 56971, 8930.029547661014)
('Rune platelegs (g)', 56020, 2478.27642530992)
('Blue wizard robe (t)', 55982, 12137.33691592259)
("Greenman's ale(m)", 55495, 18387.517170465584)
('Armadyl robe legs', 54838, 6465.894534742551)
('Mystic robe bottom (light)', 54394, 857.5399946761293)
('Skeletal helm', 54206, 2420.393095713541)
('Mystic robe bottom (dark)', 54169, 691.0411187092369)
('Iron kiteshield (t)', 53971, 11995.8406338547)
('Mystic robe bottom', 53912, 579.1435757720401)
('Saradomin robe top', 53717, 11815.445864142734)
("Ahrim's hood", 53560, 12243.014174303293)
('Guthix robe legs', 53499, 6704.948059517936)
("Ahrim's staff 0", 53243, 412.054808921769)
('Berserker helm', 52685, 3768.8182205565136)
("Ancient d'hide", 52676, 8818.077430392357)
('Zamorak mjolnir', 52393, 11729.545909731016)
('Dragon spear(p++)', 52247, 10788.009532186334)
('Seercull', 52156, 9217.505342960209)
('Bagged magic tree', 51854, 1060.4648818115363)
('Rock-shell gloves', 51520, 49442.99483072856)
('Tall fancy hedge', 51304, 273.58591288367734)
("Bandos d'hide", 50405, 8655.399717886452)
('Iron hasta(p+)', 50030, 0.0)
('Saradomin platelegs', 49729, 3628.90110358477)
('Skeletal boots', 49172, 2719.72001316312)
('Iron hasta(p++)', 48635, 0.0)
('Rune full helm (g)', 48348, 4486.084556219996)
('Highwayman mask', 48019, 4915.459113288766)
('Armadyl mitre', 47950, 6621.8004249058995)
('Dark infinity colour kit', 46883, 5208.758253907962)
('Bandos platebody', 46612, 4566.332445389953)
('Archer helm', 46588, 5231.990944382336)
('Studded chaps (g)', 46098, 7725.910453237897)
('Guthix mitre', 46053, 7471.773693477554)
('Warrior helm', 45852, 2586.1779350478564)
('Bandos robe legs', 45653, 5121.756584339829)
('Dragon spear', 45457, 9180.473437607186)
('Rune platebody (g)', 45443, 1307.420607555858)
('Leaf-bladed sword', 45152, 841.1447866992685)
('Bronze kiteshield (g)', 45148, 5601.9548178281175)
('Ancient platebody', 44871, 2439.600500056627)
('Ancient mitre', 44809, 6285.230798909102)
('Granite legs', 43903, 426.4476780318606)
('Rune platebody', 43662, 392.9156154104)
('Rune halberd', 43537, 952.3392896240963)
('Ancient platelegs', 43508, 2407.6643266867577)
('Bandos mitre', 43416, 5615.7172590159735)
('Rock-shell plate', 43270, 712.7088676094438)
('Black full helm (g)', 43167, 7631.731398257824)
('Rock-shell legs', 42997, 1134.8561068302345)
('Zul-andra teleport', 42996, 3898.2314102355335)
('Guthix platebody', 42514, 1683.1046164384861)
('Guthix platelegs', 42437, 1209.741080794452)
('Armadyl bracers', 42314, 5785.527906437997)
('Partyhat set', 42171, 6896.760891010923)
('Rune platelegs (t)', 41895, 919.3000273288984)
('Musketeer pants', 41732, 1089.5354197949025)
('Bandos platelegs', 41595, 1250.044066618315)
('Dwarven helmet', 41519, 3089.723554871)
('Rune platebody (t)', 41325, 1090.9721562911077)
('Rune plateskirt (g)', 41318, 1094.4178064863167)
('Armadyl platebody', 41311, 1269.3464420595096)
('Armadyl platelegs', 41289, 1155.6739918472244)
('Explorer backpack', 41145, 5231.12937285588)
('Guthix plateskirt', 41136, 757.0036069845733)
('Saradomin plateskirt', 41071, 798.8300840666158)
('Rune 2h sword', 41052, 440.1462244401159)
('Rune plateskirt', 41034, 441.31387671109746)
('Zamorak plateskirt', 41027, 1196.4005621286412)
('Mithril halberd', 40883, 1841.1724522403892)
('Iron hasta(p)', 40849, 0.0)
('Rune platelegs', 40827, 587.5813267587351)
('Blue skirt (g)', 40664, 7272.536487021685)
('Rune spear(p+)', 40562, 37.47916087641237)
('Ninja impling jar', 40475, 8482.87071866041)
('Bandos plateskirt', 40422, 991.2449240758677)
('Maple sapling', 40394, 15912.318867825581)
('Ancient plateskirt', 40280, 1204.978984435869)
('Farseer helm', 40273, 937.0740352288074)
('Armadyl plateskirt', 40191, 1134.6309555435978)
('Rune plateskirt (t)', 40136, 894.9065219650349)
('Mithril trimmed set (sk)', 39891, 1210.910584775353)
('Adamant platebody (g)', 39832, 6961.773835339208)
('Bronze full helm (g)', 39732, 2731.9703800327966)
('Skull piece', 39730, 513.2175464654341)
('Imp mask', 39574, 15566.964868481691)
('Black beret', 39302, 4435.5316165853665)
("Axeman's folly(4)", 38968, 0.0)
('Adamant trimmed set (lg)', 38713, 1163.1882575755862)
('Ancient kiteshield', 38579, 1862.9169953196028)
('Mystic boots (dark)', 38480, 2507.6767437925537)
('Granite maul', 38384, 3861.419152903966)
('Torstol seed', 38061, 3436.2819352849137)
('Kyatt legs', 37917, 9619.803045741532)
('Green elegant legs', 37760, 2518.206641780987)
('Snapdragon seed', 37447, 10602.894390409001)
('Granite shield', 37298, 569.4050077401024)
('Dragon sq shield ornament kit', 37295, 9849.352277688113)
('Maple seed', 37253, 15995.886293749458)
('Dragonstone amulet (u)', 37236, 2603.1543589247426)
('Proselyte harness f', 37222, 2118.782520315632)
('Meat tenderiser', 37149, 70.36646928758043)
('Guthix kiteshield', 36900, 2080.2612046342097)
('Spined gloves', 36842, 4132.565545490813)
('Black cavalier', 36717, 7146.033956980682)
('Stretched hide', 36545, 0.0)
('Halloween mask set', 36322, 7921.262250790747)
('Rune kiteshield', 36104, 464.8187352793201)
('Rune kiteshield (t)', 36083, 1096.261303501841)
('Jar of dirt', 36059, 8557.318066982563)
("Chef's delight", 35973, 934.3068602636944)
('Sinister key', 35893, 3069.3264291842415)
('Helm of neitiznot', 35845, 2141.9722767684098)
('Crystal key', 35697, 3677.971121717972)
('White beret', 35501, 5833.371455460088)
('Armadyl kiteshield', 35450, 1253.5499862489294)
('Steel dagger(p+)', 34955, 872.8706744535456)
('Black platelegs (g)', 34864, 7379.556549482237)
('Armadyl robe top', 34647, 3551.5546306390365)
('Bandos kiteshield', 34605, 928.4146551753932)
('Black flowers', 34165, 1073.0174336139678)
('Mithril trimmed set (lg)', 34099, 3696.777102832235)
('Ancient robe top', 34079, 3944.553790565755)
('Bronze platelegs (g)', 33984, 7758.445242895394)
('Book of war page set', 33876, 1201.5433986577532)
('Granite helm', 33691, 3092.2875113630844)
('Dragon mace', 33333, 560.426769811175)
('Kyatt top', 33176, 9430.921701082267)
('Ancient chaps', 32971, 4783.234403580778)
('Rock-shell boots', 32589, 13078.559957609397)
('Rune chainbody', 32468, 558.5464242340929)
('Black skirt (g)', 32413, 5967.448336391359)
('Iron platelegs (t)', 32382, 6946.640223575889)
('Skills necklace(6)', 32382, 5360.122668450167)
("Karil's coif", 32360, 4192.515801467605)
('Rock-shell shard', 31024, 2110.176105012723)
('Guthix robe top', 30962, 8312.14708846318)
('Splitbark body', 30028, 1085.0210359655034)
('Ranarr seed', 29982, 9289.632866863529)
('Black skirt (t)', 29749, 14562.119321171736)
('Rune spear(p)', 29327, 4.419150245113748)
('Combat bracelet(6)', 29293, 4355.130523405132)
('Rune hasta(p++)', 29107, 1879.9913923085714)
('Bandos chaps', 28946, 5332.626845368466)
('Clue box', 28538, 1203.0995111265067)
('Proselyte harness m', 28279, 782.9431755707686)
('Mystic fire staff', 28119, 263.083533886994)
('Skeletal top', 28111, 648.559778982308)
('Amulet of glory(6)', 27990, 4062.5579181854273)
('Magic shortbow scroll', 27851, 1058.7886692691982)
('Mystic air staff', 27788, 334.7909210736356)
('Mystic water staff', 27697, 336.18853887787355)
('Deerstalker', 27676, 3309.884755420748)
("Black d'hide body (g)", 27670, 4451.9738816855015)
('Mystic earth staff', 27647, 350.58732027242866)
('Skills necklace(4)', 27467, 3811.11353488747)
('Ring of wealth (5)', 27437, 3731.640228364816)
('Uncut dragonstone', 27318, 3657.622641214467)
('Villager armband', 27315, 632.9221500506136)
('Rune warhammer', 27160, 365.5685063562043)
('Rock-shell splinter', 27050, 1115.4549017229597)
('Dwarven stout(4)', 27010, 562.965245840888)
('Dragonstone amulet', 26911, 3114.4403790109036)
('Holy book page set', 26908, 6670.405337737897)
('Rune battleaxe', 26907, 488.38905443063965)
('Mystic lava staff', 26864, 200.43840253273956)
('Adamant dagger(p+)', 26828, 0.0)
('White plateskirt', 26654, 907.3193399742772)
('Tooth half of key', 26629, 2961.419315058029)
('Black platebody (t)', 26551, 4570.169188401813)
('Red topaz machete', 26477, 6041.349455118288)
('Amulet of glory(4)', 26460, 3918.487050953168)
('Combat bracelet(4)', 26333, 3893.8644907012936)
('Guthix full helm', 26279, 2111.3001162395963)
('Bronze dagger(p++)', 26277, 547.4994863011289)
('Iron dagger(p+)', 26233, 0.0)
('Amulet of glory', 26086, 3912.74702454903)
('Fancy hedge', 26063, 0.0)
('Splitbark legs', 26050, 584.8349598364598)
('Skills necklace', 25939, 3812.2186285605976)
('Bandos robe top', 25915, 3119.487754601885)
('Iron spear(p++)', 25886, 0.0)
('Combat bracelet', 25771, 3756.0864427693296)
('Goblin mask', 25686, 6253.849939301587)
('Saradomin mjolnir', 25529, 4728.827846811929)
('Black halberd', 25508, 879.6967700770253)
('Dragon necklace', 25378, 2694.8800570207936)
